StudentID,Name,Age,Email,Major,GPA
126,name0 surname0,33,name1.surname1@student.com,Art History,1
127,name1 surname1,49,name9.surname9@student.com,International Relations,3
128,name3 surname3,23,name6.surname6@student.com,Electrical Engineering,1
129,name4 surname4,34,name7.surname7@student.com,Chemistry,1
130,name0 surname0,40,name7.surname7@student.com,Computer Engineering,3
131,name8 surname8,26,name0.surname0@student.com,English Literature,0
132,name2 surname2,23,name9.surname9@student.com,English Literature,2
133,name0 surname0,51,name3.surname3@student.com,Business Administration,3
134,name1 surname1,30,name2.surname2@student.com,Chemistry,0
135,name5 surname5,20,name6.surname6@student.com,Electrical Engineering,1
136,name1 surname1,30,name9.surname9@student.com,Computer Engineering,1
137,name9 surname9,40,name9.surname9@student.com,Philosophy,2
138,name7 surname7,24,name0.surname0@student.com,Art History,0
139,name5 surname5,59,name8.surname8@student.com,Philosophy,0
140,name2 surname2,53,name3.surname3@student.com,Philosophy,2
141,name1 surname1,42,name6.surname6@student.com,Business Administration,3
142,name3 surname3,53,name8.surname8@student.com,International Relations,0
143,name3 surname3,59,name6.surname6@student.com,Electrical Engineering,3
144,name0 surname0,33,name7.surname7@student.com,Computer Engineering,1
145,name6 surname6,50,name3.surname3@student.com,Chemistry,2
146,name4 surname4,34,name3.surname3@student.com,Art History,2
147,name1 surname1,46,name7.surname7@student.com,Biology,1
148,name3 surname3,57,name2.surname2@student.com,International Relations,3
149,name0 surname0,23,name9.surname9@student.com,Philosophy,1
150,name1 surname1,30,name9.surname9@student.com,Physics,3
151,name8 surname8,51,name7.surname7@student.com,Business Administration,3
152,name6 surname6,39,name5.surname5@student.com,Biology,2
153,name1 surname1,45,name9.surname9@student.com,English Literature,3
154,name3 surname3,40,name1.surname1@student.com,Electrical Engineering,0
155,name9 surname9,33,name6.surname6@student.com,Philosophy,1
156,name5 surname5,53,name1.surname1@student.com,English Literature,1
157,name6 surname6,55,name0.surname0@student.com,Physics,1
158,name7 surname7,58,name2.surname2@student.com,Art History,1
159,name6 surname6,53,name3.surname3@student.com,Computer Engineering,2
160,name4 surname4,27,name9.surname9@student.com,Art History,2
161,name0 surname0,22,name5.surname5@student.com,Computer Engineering,2
162,name4 surname4,50,name0.surname0@student.com,Biology,3
163,name1 surname1,54,name9.surname9@student.com,Computer Engineering,1
164,name8 surname8,27,name0.surname0@student.com,Computer Engineering,0
165,name2 surname2,23,name6.surname6@student.com,Physics,1
166,name8 surname8,51,name5.surname5@student.com,Art History,2
167,name3 surname3,51,name2.surname2@student.com,Electrical Engineering,3
168,name8 surname8,31,name6.surname6@student.com,Biology,2
169,name5 surname5,52,name2.surname2@student.com,Physics,0
170,name7 surname7,46,name6.surname6@student.com,Chemistry,2
171,name9 surname9,43,name4.surname4@student.com,Computer Engineering,1
172,name8 surname8,59,name5.surname5@student.com,Computer Engineering,2
173,name8 surname8,54,name8.surname8@student.com,International Relations,3
174,name6 surname6,24,name6.surname6@student.com,Chemistry,3
175,name9 surname9,27,name9.surname9@student.com,Computer Engineering,1
176,name8 surname8,51,name1.surname1@student.com,Electrical Engineering,3
177,name1 surname1,40,name0.surname0@student.com,Chemistry,2
178,name3 surname3,45,name2.surname2@student.com,Computer Engineering,0
179,name8 surname8,36,name2.surname2@student.com,Physics,3
180,name4 surname4,27,name9.surname9@student.com,International Relations,0
181,name0 surname0,54,name2.surname2@student.com,Physics,2
182,name4 surname4,44,name9.surname9@student.com,Business Administration,2
183,name9 surname9,28,name6.surname6@student.com,Art History,0
184,name4 surname4,42,name8.surname8@student.com,Computer Engineering,0
185,name2 surname2,44,name2.surname2@student.com,Computer Engineering,0
186,name3 surname3,38,name9.surname9@student.com,Philosophy,3
187,name1 surname1,49,name4.surname4@student.com,Physics,1
188,name4 surname4,31,name8.surname8@student.com,Philosophy,2
189,name0 surname0,26,name4.surname4@student.com,Philosophy,3
190,name7 surname7,34,name6.surname6@student.com,English Literature,1
191,name8 surname8,44,name6.surname6@student.com,Biology,3
192,name8 surname8,55,name1.surname1@student.com,Electrical Engineering,3
193,name5 surname5,45,name6.surname6@student.com,Computer Engineering,1
194,name3 surname3,41,name8.surname8@student.com,Art History,2
195,name0 surname0,34,name0.surname0@student.com,Art History,2
196,name3 surname3,58,name3.surname3@student.com,Physics,3
197,name4 surname4,24,name6.surname6@student.com,English Literature,3
198,name6 surname6,41,name8.surname8@student.com,English Literature,1
199,name3 surname3,49,name1.surname1@student.com,Computer Engineering,0
200,name7 surname7,57,name8.surname8@student.com,Computer Engineering,2
201,name1 surname1,52,name4.surname4@student.com,Business Administration,1
202,name8 surname8,56,name0.surname0@student.com,Electrical Engineering,3
203,name7 surname7,40,name1.surname1@student.com,Philosophy,0
204,name9 surname9,31,name1.surname1@student.com,Computer Engineering,3
205,name6 surname6,58,name4.surname4@student.com,Philosophy,2
206,name2 surname2,57,name9.surname9@student.com,Art History,0
207,name2 surname2,52,name0.surname0@student.com,Biology,3
208,name9 surname9,37,name6.surname6@student.com,English Literature,1
209,name4 surname4,39,name6.surname6@student.com,Biology,3
210,name5 surname5,29,name4.surname4@student.com,Biology,1
211,name3 surname3,33,name9.surname9@student.com,Biology,1
212,name2 surname2,29,name9.surname9@student.com,English Literature,1
213,name0 surname0,45,name0.surname0@student.com,Biology,3
214,name8 surname8,58,name7.surname7@student.com,Chemistry,1
215,name7 surname7,38,name8.surname8@student.com,Philosophy,0
216,name7 surname7,27,name9.surname9@student.com,Chemistry,1
217,name9 surname9,50,name1.surname1@student.com,Biology,0
218,name6 surname6,25,name4.surname4@student.com,Chemistry,0
219,name8 surname8,24,name8.surname8@student.com,Biology,1
220,name5 surname5,52,name4.surname4@student.com,English Literature,1
221,name4 surname4,50,name5.surname5@student.com,Chemistry,3
222,name3 surname3,39,name6.surname6@student.com,Philosophy,2
223,name2 surname2,50,name1.surname1@student.com,Philosophy,1
224,name5 surname5,37,name9.surname9@student.com,Computer Engineering,1
225,name5 surname5,50,name4.surname4@student.com,Business Administration,2
226,name0 surname0,56,name8.surname8@student.com,Chemistry,1
227,name5 surname5,23,name3.surname3@student.com,Computer Engineering,1
228,name4 surname4,45,name1.surname1@student.com,Electrical Engineering,0
229,name6 surname6,43,name9.surname9@student.com,Computer Engineering,0
230,name9 surname9,32,name8.surname8@student.com,Electrical Engineering,1
231,name4 surname4,25,name8.surname8@student.com,International Relations,0
232,name4 surname4,51,name4.surname4@student.com,Computer Engineering,2
233,name8 surname8,25,name6.surname6@student.com,English Literature,3
234,name5 surname5,42,name2.surname2@student.com,Biology,2
235,name6 surname6,22,name2.surname2@student.com,Chemistry,2
236,name3 surname3,43,name8.surname8@student.com,Computer Engineering,0
237,name8 surname8,58,name6.surname6@student.com,Physics,3
238,name5 surname5,29,name1.surname1@student.com,Art History,3
239,name7 surname7,25,name8.surname8@student.com,Electrical Engineering,1
240,name0 surname0,25,name6.surname6@student.com,Art History,3
241,name2 surname2,20,name4.surname4@student.com,Business Administration,1
242,name2 surname2,42,name2.surname2@student.com,Biology,2
243,name5 surname5,46,name8.surname8@student.com,Computer Engineering,0
244,name3 surname3,39,name1.surname1@student.com,Computer Engineering,1
245,name6 surname6,41,name2.surname2@student.com,English Literature,1
246,name0 surname0,33,name7.surname7@student.com,Business Administration,2
247,name1 surname1,53,name2.surname2@student.com,Art History,3
248,name1 surname1,25,name5.surname5@student.com,Biology,1
249,name1 surname1,57,name3.surname3@student.com,Physics,3
250,name8 surname8,20,name5.surname5@student.com,International Relations,0
251,name3 surname3,26,name0.surname0@student.com,English Literature,2
252,name7 surname7,55,name8.surname8@student.com,Biology,0
253,name8 surname8,33,name2.surname2@student.com,Computer Engineering,2
254,name8 surname8,56,name7.surname7@student.com,Biology,3
255,name4 surname4,52,name7.surname7@student.com,Physics,3
256,name4 surname4,55,name9.surname9@student.com,Biology,3
257,name2 surname2,53,name0.surname0@student.com,English Literature,0
258,name8 surname8,20,name1.surname1@student.com,Chemistry,1
259,name5 surname5,48,name6.surname6@student.com,International Relations,2
260,name0 surname0,33,name5.surname5@student.com,Art History,2
261,name7 surname7,58,name7.surname7@student.com,Biology,0
262,name6 surname6,55,name6.surname6@student.com,Philosophy,3
263,name1 surname1,45,name9.surname9@student.com,Computer Engineering,3
264,name6 surname6,40,name7.surname7@student.com,Computer Engineering,0
265,name3 surname3,54,name4.surname4@student.com,Art History,1
266,name6 surname6,47,name1.surname1@student.com,Physics,1
267,name7 surname7,27,name7.surname7@student.com,Chemistry,0
268,name4 surname4,29,name2.surname2@student.com,Biology,3
269,name4 surname4,51,name8.surname8@student.com,Chemistry,2
270,name2 surname2,35,name5.surname5@student.com,International Relations,1
271,name9 surname9,54,name1.surname1@student.com,Chemistry,1
272,name8 surname8,23,name7.surname7@student.com,Philosophy,1
273,name9 surname9,30,name7.surname7@student.com,English Literature,3
274,name9 surname9,24,name8.surname8@student.com,Electrical Engineering,1
275,name9 surname9,36,name1.surname1@student.com,Art History,0
276,name8 surname8,44,name0.surname0@student.com,Business Administration,0
277,name2 surname2,44,name8.surname8@student.com,English Literature,3
278,name1 surname1,55,name9.surname9@student.com,Electrical Engineering,1
279,name3 surname3,44,name1.surname1@student.com,Biology,3
280,name0 surname0,35,name4.surname4@student.com,Computer Engineering,2
281,name0 surname0,20,name3.surname3@student.com,Art History,3
282,name7 surname7,32,name0.surname0@student.com,Biology,0
283,name7 surname7,49,name7.surname7@student.com,Art History,3
284,name9 surname9,24,name7.surname7@student.com,English Literature,3
285,name2 surname2,35,name6.surname6@student.com,Electrical Engineering,3
286,name1 surname1,41,name4.surname4@student.com,Business Administration,3
287,name3 surname3,59,name3.surname3@student.com,Business Administration,1
288,name9 surname9,38,name3.surname3@student.com,Computer Engineering,1
289,name3 surname3,48,name0.surname0@student.com,Philosophy,3
290,name8 surname8,59,name3.surname3@student.com,Chemistry,3
291,name4 surname4,27,name0.surname0@student.com,Computer Engineering,3
292,name3 surname3,24,name0.surname0@student.com,Electrical Engineering,2
293,name5 surname5,23,name1.surname1@student.com,Physics,2
294,name7 surname7,49,name2.surname2@student.com,Art History,3
295,name4 surname4,52,name3.surname3@student.com,Philosophy,3
296,name0 surname0,24,name3.surname3@student.com,Philosophy,1
297,name2 surname2,58,name9.surname9@student.com,Philosophy,3
298,name0 surname0,34,name4.surname4@student.com,English Literature,3
299,name8 surname8,49,name9.surname9@student.com,Art History,1
300,name1 surname1,40,name4.surname4@student.com,Art History,1
301,name3 surname3,47,name8.surname8@student.com,Chemistry,0
302,name1 surname1,53,name6.surname6@student.com,Computer Engineering,3
303,name9 surname9,53,name5.surname5@student.com,International Relations,0
304,name9 surname9,33,name8.surname8@student.com,English Literature,1
305,name2 surname2,26,name6.surname6@student.com,Electrical Engineering,0
306,name9 surname9,35,name0.surname0@student.com,Art History,1
307,name0 surname0,23,name2.surname2@student.com,Chemistry,3
308,name0 surname0,53,name2.surname2@student.com,Physics,2
309,name6 surname6,53,name8.surname8@student.com,International Relations,3
310,name9 surname9,42,name9.surname9@student.com,English Literature,1
311,name3 surname3,48,name2.surname2@student.com,Philosophy,3
312,name0 surname0,25,name8.surname8@student.com,English Literature,3
313,name0 surname0,32,name8.surname8@student.com,International Relations,2
314,name6 surname6,24,name1.surname1@student.com,Chemistry,1
315,name9 surname9,36,name1.surname1@student.com,Physics,1
316,name3 surname3,34,name4.surname4@student.com,International Relations,1
317,name6 surname6,56,name6.surname6@student.com,International Relations,2
318,name6 surname6,40,name7.surname7@student.com,Art History,0
319,name0 surname0,52,name9.surname9@student.com,English Literature,1
320,name1 surname1,36,name4.surname4@student.com,Art History,2
321,name9 surname9,22,name6.surname6@student.com,Electrical Engineering,1
322,name0 surname0,29,name3.surname3@student.com,Electrical Engineering,1
323,name4 surname4,35,name3.surname3@student.com,Biology,2
324,name6 surname6,58,name6.surname6@student.com,Computer Engineering,1
325,name1 surname1,20,name6.surname6@student.com,Chemistry,1
326,name6 surname6,27,name0.surname0@student.com,Electrical Engineering,3
327,name2 surname2,51,name6.surname6@student.com,Business Administration,2
328,name7 surname7,23,name2.surname2@student.com,Computer Engineering,0
329,name7 surname7,29,name5.surname5@student.com,Biology,1
330,name7 surname7,42,name6.surname6@student.com,Chemistry,0
331,name6 surname6,35,name5.surname5@student.com,Computer Engineering,0
332,name1 surname1,48,name8.surname8@student.com,Physics,0
333,name1 surname1,46,name9.surname9@student.com,Computer Engineering,3
334,name6 surname6,59,name0.surname0@student.com,English Literature,2
335,name8 surname8,27,name9.surname9@student.com,Philosophy,3
336,name8 surname8,59,name1.surname1@student.com,Art History,0
337,name9 surname9,29,name5.surname5@student.com,Business Administration,3
338,name6 surname6,35,name3.surname3@student.com,English Literature,1
339,name7 surname7,25,name7.surname7@student.com,Physics,2
340,name0 surname0,46,name1.surname1@student.com,International Relations,1
341,name8 surname8,53,name7.surname7@student.com,Philosophy,1
342,name3 surname3,29,name1.surname1@student.com,Biology,3
343,name8 surname8,31,name6.surname6@student.com,English Literature,0
344,name3 surname3,44,name1.surname1@student.com,Computer Engineering,0
345,name6 surname6,37,name9.surname9@student.com,Philosophy,1
346,name0 surname0,29,name9.surname9@student.com,International Relations,1
347,name2 surname2,53,name8.surname8@student.com,Electrical Engineering,3
348,name7 surname7,59,name6.surname6@student.com,Electrical Engineering,2
349,name6 surname6,26,name1.surname1@student.com,Art History,2
350,name9 surname9,36,name0.surname0@student.com,International Relations,2
351,name4 surname4,20,name9.surname9@student.com,English Literature,2
352,name3 surname3,22,name4.surname4@student.com,Biology,3
353,name9 surname9,35,name6.surname6@student.com,Business Administration,3
354,name1 surname1,35,name1.surname1@student.com,Chemistry,2
355,name4 surname4,20,name7.surname7@student.com,Electrical Engineering,1
356,name0 surname0,36,name1.surname1@student.com,English Literature,1
357,name3 surname3,55,name1.surname1@student.com,Business Administration,0
358,name5 surname5,41,name8.surname8@student.com,Physics,2
359,name5 surname5,50,name0.surname0@student.com,English Literature,0
360,name6 surname6,26,name5.surname5@student.com,Biology,1
361,name8 surname8,36,name2.surname2@student.com,Art History,3
362,name1 surname1,33,name2.surname2@student.com,Philosophy,1
363,name0 surname0,25,name2.surname2@student.com,Business Administration,2
364,name1 surname1,26,name4.surname4@student.com,Chemistry,3
365,name5 surname5,52,name6.surname6@student.com,Physics,3
366,name8 surname8,27,name2.surname2@student.com,Computer Engineering,3
367,name4 surname4,58,name1.surname1@student.com,International Relations,3
368,name1 surname1,49,name5.surname5@student.com,Physics,3
369,name8 surname8,43,name2.surname2@student.com,Business Administration,1
370,name6 surname6,26,name7.surname7@student.com,Business Administration,0
371,name8 surname8,45,name8.surname8@student.com,Electrical Engineering,0
372,name3 surname3,40,name5.surname5@student.com,Chemistry,0
373,name9 surname9,57,name4.surname4@student.com,Chemistry,1
374,name0 surname0,47,name2.surname2@student.com,Biology,2
375,name7 surname7,43,name6.surname6@student.com,Business Administration,0
376,name5 surname5,32,name5.surname5@student.com,Art History,3
377,name4 surname4,35,name4.surname4@student.com,Biology,1
378,name9 surname9,43,name4.surname4@student.com,Biology,0
379,name9 surname9,58,name0.surname0@student.com,Art History,1
380,name3 surname3,55,name0.surname0@student.com,Business Administration,0
381,name6 surname6,28,name0.surname0@student.com,Computer Engineering,0
382,name9 surname9,42,name3.surname3@student.com,Art History,2
383,name3 surname3,30,name7.surname7@student.com,Philosophy,1
384,name3 surname3,29,name7.surname7@student.com,Art History,1
385,name3 surname3,27,name0.surname0@student.com,Biology,0
386,name3 surname3,51,name0.surname0@student.com,Philosophy,3
387,name4 surname4,48,name4.surname4@student.com,Business Administration,0
388,name8 surname8,40,name3.surname3@student.com,Business Administration,3
389,name3 surname3,57,name3.surname3@student.com,Chemistry,0
390,name6 surname6,27,name6.surname6@student.com,Computer Engineering,0
391,name4 surname4,56,name0.surname0@student.com,Electrical Engineering,1
392,name9 surname9,33,name8.surname8@student.com,International Relations,0
393,name1 surname1,26,name6.surname6@student.com,Art History,1
394,name2 surname2,30,name5.surname5@student.com,Biology,1
395,name0 surname0,54,name0.surname0@student.com,Physics,3
396,name5 surname5,20,name5.surname5@student.com,International Relations,1
397,name3 surname3,52,name0.surname0@student.com,Physics,0
398,name7 surname7,43,name9.surname9@student.com,Art History,3
399,name7 surname7,44,name0.surname0@student.com,International Relations,0
400,name5 surname5,23,name8.surname8@student.com,Art History,2
401,name4 surname4,40,name7.surname7@student.com,Business Administration,3
402,name2 surname2,34,name6.surname6@student.com,Physics,1
403,name6 surname6,32,name9.surname9@student.com,Physics,1
404,name1 surname1,22,name4.surname4@student.com,International Relations,2
405,name2 surname2,36,name8.surname8@student.com,Business Administration,3
406,name7 surname7,23,name1.surname1@student.com,English Literature,0
407,name0 surname0,44,name8.surname8@student.com,Chemistry,2
408,name7 surname7,40,name0.surname0@student.com,Art History,1
409,name8 surname8,51,name4.surname4@student.com,Computer Engineering,1
410,name5 surname5,51,name5.surname5@student.com,Philosophy,1
411,name2 surname2,48,name3.surname3@student.com,Physics,3
412,name5 surname5,41,name9.surname9@student.com,Philosophy,1
413,name3 surname3,37,name6.surname6@student.com,Biology,3
414,name7 surname7,50,name4.surname4@student.com,Electrical Engineering,2
415,name7 surname7,56,name8.surname8@student.com,Computer Engineering,0
416,name6 surname6,55,name4.surname4@student.com,Chemistry,1
417,name1 surname1,24,name9.surname9@student.com,Business Administration,1
418,name2 surname2,40,name5.surname5@student.com,Philosophy,2
419,name7 surname7,33,name3.surname3@student.com,Physics,3
420,name9 surname9,57,name6.surname6@student.com,English Literature,0
421,name2 surname2,43,name5.surname5@student.com,Biology,0
422,name0 surname0,25,name8.surname8@student.com,Electrical Engineering,0
423,name9 surname9,25,name5.surname5@student.com,International Relations,0
424,name6 surname6,39,name0.surname0@student.com,Philosophy,1
425,name7 surname7,49,name1.surname1@student.com,Physics,1
426,name2 surname2,26,name1.surname1@student.com,Electrical Engineering,0
427,name8 surname8,43,name7.surname7@student.com,Philosophy,0
428,name3 surname3,39,name5.surname5@student.com,Electrical Engineering,1
429,name3 surname3,47,name7.surname7@student.com,International Relations,1
430,name6 surname6,38,name6.surname6@student.com,Biology,0
431,name4 surname4,20,name2.surname2@student.com,Business Administration,2
432,name8 surname8,30,name4.surname4@student.com,English Literature,0
433,name3 surname3,29,name2.surname2@student.com,Computer Engineering,2
434,name4 surname4,43,name2.surname2@student.com,Biology,0
435,name9 surname9,28,name0.surname0@student.com,English Literature,0
436,name3 surname3,49,name9.surname9@student.com,Business Administration,1
437,name2 surname2,57,name4.surname4@student.com,Computer Engineering,0
438,name2 surname2,35,name3.surname3@student.com,Chemistry,0
439,name8 surname8,34,name4.surname4@student.com,Art History,0
440,name5 surname5,41,name9.surname9@student.com,Electrical Engineering,1
441,name0 surname0,20,name8.surname8@student.com,International Relations,3
442,name6 surname6,33,name6.surname6@student.com,Chemistry,2
443,name1 surname1,29,name2.surname2@student.com,Computer Engineering,2
444,name4 surname4,49,name1.surname1@student.com,Computer Engineering,3
445,name3 surname3,26,name0.surname0@student.com,Biology,3
446,name7 surname7,25,name2.surname2@student.com,Electrical Engineering,2
447,name2 surname2,44,name4.surname4@student.com,English Literature,0
448,name7 surname7,24,name1.surname1@student.com,Electrical Engineering,1
449,name3 surname3,43,name1.surname1@student.com,Philosophy,3
450,name8 surname8,41,name4.surname4@student.com,Chemistry,3
451,name9 surname9,55,name0.surname0@student.com,Biology,2
452,name3 surname3,29,name4.surname4@student.com,Computer Engineering,0
453,name5 surname5,21,name3.surname3@student.com,English Literature,1
454,name6 surname6,50,name2.surname2@student.com,Philosophy,0
455,name4 surname4,44,name6.surname6@student.com,English Literature,1
456,name4 surname4,54,name4.surname4@student.com,Chemistry,3
457,name2 surname2,37,name3.surname3@student.com,International Relations,2
458,name6 surname6,54,name5.surname5@student.com,Business Administration,2
459,name0 surname0,59,name8.surname8@student.com,Computer Engineering,2
460,name5 surname5,28,name6.surname6@student.com,Art History,0
461,name4 surname4,53,name6.surname6@student.com,Chemistry,3
462,name0 surname0,34,name1.surname1@student.com,Philosophy,1
463,name2 surname2,31,name4.surname4@student.com,International Relations,0
464,name5 surname5,44,name1.surname1@student.com,Business Administration,2
465,name0 surname0,42,name4.surname4@student.com,Electrical Engineering,1
466,name6 surname6,22,name6.surname6@student.com,Philosophy,0
467,name6 surname6,22,name2.surname2@student.com,Computer Engineering,3
468,name9 surname9,59,name8.surname8@student.com,Biology,3
469,name4 surname4,24,name3.surname3@student.com,Chemistry,0
470,name4 surname4,40,name0.surname0@student.com,Business Administration,3
