StudentID,Name,Age,Email,Major,GPA
38,name4 surname4,37,name0.surname0@student.com,Electrical Engineering,0
39,name5 surname5,22,name8.surname8@student.com,Art History,3
40,name6 surname6,27,name8.surname8@student.com,Philosophy,3
41,name1 surname1,20,name9.surname9@student.com,English Literature,0
42,name7 surname7,21,name0.surname0@student.com,Art History,0
43,name5 surname5,45,name7.surname7@student.com,Electrical Engineering,1
44,name1 surname1,43,name4.surname4@student.com,Art History,3
45,name2 surname2,22,name1.surname1@student.com,Art History,2
46,name6 surname6,59,name0.surname0@student.com,Biology,3
47,name6 surname6,47,name8.surname8@student.com,International Relations,2
48,name5 surname5,53,name3.surname3@student.com,Computer Engineering,0
49,name0 surname0,47,name3.surname3@student.com,Physics,1
50,name3 surname3,42,name8.surname8@student.com,Art History,1
51,name7 surname7,20,name4.surname4@student.com,English Literature,2
52,name5 surname5,49,name8.surname8@student.com,International Relations,2
53,name9 surname9,55,name9.surname9@student.com,Biology,1
54,name2 surname2,47,name6.surname6@student.com,Electrical Engineering,0
55,name4 surname4,54,name6.surname6@student.com,Physics,3
56,name2 surname2,36,name8.surname8@student.com,Chemistry,2
57,name4 surname4,43,name5.surname5@student.com,Chemistry,2
58,name4 surname4,22,name8.surname8@student.com,Business Administration,0
59,name9 surname9,55,name3.surname3@student.com,Physics,2
60,name5 surname5,51,name3.surname3@student.com,Art History,0
61,name6 surname6,58,name3.surname3@student.com,Computer Engineering,0
62,name0 surname0,34,name7.surname7@student.com,Biology,1
63,name4 surname4,53,name5.surname5@student.com,Art History,3
64,name8 surname8,44,name0.surname0@student.com,Computer Engineering,0
65,name7 surname7,20,name4.surname4@student.com,Computer Engineering,1
66,name7 surname7,45,name1.surname1@student.com,Business Administration,3
67,name7 surname7,49,name5.surname5@student.com,Biology,2
68,name4 surname4,50,name6.surname6@student.com,Physics,1
69,name2 surname2,57,name4.surname4@student.com,Business Administration,1
70,name7 surname7,21,name3.surname3@student.com,Business Administration,1
71,name4 surname4,26,name2.surname2@student.com,Business Administration,3
72,name5 surname5,58,name7.surname7@student.com,Art History,1
73,name7 surname7,55,name6.surname6@student.com,International Relations,0
74,name7 surname7,50,name3.surname3@student.com,Art History,3
75,name8 surname8,58,name5.surname5@student.com,Philosophy,2
76,name8 surname8,52,name1.surname1@student.com,Art History,3
77,name5 surname5,31,name2.surname2@student.com,Art History,2
78,name2 surname2,53,name0.surname0@student.com,Philosophy,1
79,name3 surname3,32,name9.surname9@student.com,Electrical Engineering,2
80,name9 surname9,24,name4.surname4@student.com,Philosophy,3
81,name4 surname4,22,name3.surname3@student.com,Electrical Engineering,1
82,name3 surname3,46,name9.surname9@student.com,International Relations,3
83,name1 surname1,38,name7.surname7@student.com,Biology,1
84,name9 surname9,44,name8.surname8@student.com,Biology,0
85,name2 surname2,33,name3.surname3@student.com,Electrical Engineering,0
86,name9 surname9,58,name6.surname6@student.com,Physics,0
87,name4 surname4,36,name8.surname8@student.com,Electrical Engineering,0
88,name0 surname0,57,name4.surname4@student.com,Biology,2
89,name6 surname6,46,name8.surname8@student.com,English Literature,3
90,name0 surname0,36,name9.surname9@student.com,Biology,0
91,name9 surname9,31,name9.surname9@student.com,Computer Engineering,0
92,name2 surname2,39,name4.surname4@student.com,Computer Engineering,0
93,name1 surname1,51,name9.surname9@student.com,Electrical Engineering,2
94,name5 surname5,51,name8.surname8@student.com,Philosophy,1
95,name1 surname1,54,name8.surname8@student.com,International Relations,2
96,name2 surname2,25,name9.surname9@student.com,Biology,2
97,name8 surname8,25,name6.surname6@student.com,Physics,3
98,name5 surname5,26,name6.surname6@student.com,Art History,1
99,name6 surname6,20,name1.surname1@student.com,Chemistry,0
100,name0 surname0,50,name7.surname7@student.com,English Literature,2
101,name2 surname2,35,name1.surname1@student.com,Physics,3
102,name4 surname4,58,name5.surname5@student.com,Computer Engineering,0
103,name0 surname0,49,name1.surname1@student.com,International Relations,1
104,name3 surname3,51,name0.surname0@student.com,Chemistry,0
105,name6 surname6,35,name3.surname3@student.com,English Literature,3
106,name1 surname1,27,name8.surname8@student.com,Computer Engineering,1
107,name6 surname6,31,name4.surname4@student.com,Chemistry,2
108,name0 surname0,34,name9.surname9@student.com,Physics,1
109,name7 surname7,34,name2.surname2@student.com,Computer Engineering,1
110,name3 surname3,48,name8.surname8@student.com,Physics,1
111,name0 surname0,51,name4.surname4@student.com,International Relations,1
112,name6 surname6,21,name4.surname4@student.com,Chemistry,1
113,name9 surname9,41,name8.surname8@student.com,Chemistry,2
114,name7 surname7,33,name9.surname9@student.com,Biology,2
115,name5 surname5,52,name6.surname6@student.com,English Literature,0
116,name1 surname1,30,name6.surname6@student.com,Computer Engineering,3
117,name4 surname4,39,name5.surname5@student.com,Biology,3
118,name5 surname5,22,name8.surname8@student.com,Chemistry,1
119,name5 surname5,29,name4.surname4@student.com,Physics,1
120,name6 surname6,41,name8.surname8@student.com,Electrical Engineering,0
121,name2 surname2,43,name7.surname7@student.com,Chemistry,2
122,name3 surname3,25,name8.surname8@student.com,Electrical Engineering,1
123,name5 surname5,53,name9.surname9@student.com,International Relations,2
124,name9 surname9,38,name2.surname2@student.com,Electrical Engineering,3
125,name2 surname2,43,name2.surname2@student.com,English Literature,1
126,name6 surname6,47,name9.surname9@student.com,Chemistry,0
127,name5 surname5,38,name3.surname3@student.com,Business Administration,3
128,name7 surname7,36,name0.surname0@student.com,International Relations,2
129,name7 surname7,44,name2.surname2@student.com,Physics,3
130,name0 surname0,56,name7.surname7@student.com,Philosophy,3
131,name4 surname4,27,name1.surname1@student.com,Philosophy,2
132,name6 surname6,50,name4.surname4@student.com,Physics,2
133,name5 surname5,47,name9.surname9@student.com,Electrical Engineering,1
134,name4 surname4,41,name6.surname6@student.com,Chemistry,0
135,name3 surname3,46,name7.surname7@student.com,Philosophy,3
136,name9 surname9,50,name3.surname3@student.com,Physics,1
137,name8 surname8,51,name6.surname6@student.com,Chemistry,2
138,name9 surname9,46,name4.surname4@student.com,Biology,1
139,name7 surname7,30,name6.surname6@student.com,Philosophy,1
140,name0 surname0,35,name2.surname2@student.com,Physics,0
141,name9 surname9,41,name3.surname3@student.com,International Relations,1
142,name6 surname6,35,name5.surname5@student.com,Philosophy,3
143,name6 surname6,43,name2.surname2@student.com,Computer Engineering,3
144,name1 surname1,59,name3.surname3@student.com,Physics,1
145,name6 surname6,38,name5.surname5@student.com,Biology,3
146,name1 surname1,37,name9.surname9@student.com,Computer Engineering,0
147,name5 surname5,31,name6.surname6@student.com,Business Administration,1
148,name6 surname6,58,name4.surname4@student.com,Business Administration,1
149,name0 surname0,40,name8.surname8@student.com,Art History,0
150,name7 surname7,31,name2.surname2@student.com,Chemistry,3
151,name1 surname1,26,name3.surname3@student.com,Computer Engineering,0
152,name5 surname5,20,name2.surname2@student.com,English Literature,1
153,name1 surname1,31,name0.surname0@student.com,Electrical Engineering,0
154,name6 surname6,28,name6.surname6@student.com,Electrical Engineering,2
155,name7 surname7,44,name7.surname7@student.com,Computer Engineering,3
156,name1 surname1,58,name4.surname4@student.com,Philosophy,1
157,name3 surname3,36,name0.surname0@student.com,Computer Engineering,1
158,name9 surname9,57,name3.surname3@student.com,Computer Engineering,1
159,name6 surname6,22,name6.surname6@student.com,Computer Engineering,3
160,name1 surname1,45,name0.surname0@student.com,Art History,1
161,name0 surname0,49,name1.surname1@student.com,International Relations,0
162,name1 surname1,41,name5.surname5@student.com,Business Administration,1
163,name0 surname0,43,name7.surname7@student.com,Electrical Engineering,2
164,name3 surname3,32,name5.surname5@student.com,Electrical Engineering,0
165,name5 surname5,21,name4.surname4@student.com,International Relations,1
166,name0 surname0,27,name6.surname6@student.com,Computer Engineering,3
167,name5 surname5,51,name3.surname3@student.com,Biology,3
168,name4 surname4,32,name7.surname7@student.com,Physics,0
169,name0 surname0,32,name4.surname4@student.com,International Relations,3
170,name6 surname6,50,name9.surname9@student.com,International Relations,0
171,name2 surname2,49,name7.surname7@student.com,English Literature,2
172,name9 surname9,21,name6.surname6@student.com,Computer Engineering,2
173,name8 surname8,58,name7.surname7@student.com,Physics,1
174,name1 surname1,55,name1.surname1@student.com,Philosophy,3
175,name2 surname2,59,name0.surname0@student.com,Computer Engineering,0
176,name1 surname1,46,name1.surname1@student.com,International Relations,0
177,name6 surname6,58,name5.surname5@student.com,Philosophy,1
178,name0 surname0,43,name6.surname6@student.com,Physics,3
179,name5 surname5,29,name8.surname8@student.com,Computer Engineering,0
180,name9 surname9,52,name3.surname3@student.com,Biology,2
181,name9 surname9,46,name2.surname2@student.com,Computer Engineering,3
182,name6 surname6,25,name7.surname7@student.com,Electrical Engineering,0
183,name2 surname2,38,name3.surname3@student.com,English Literature,2
184,name6 surname6,37,name9.surname9@student.com,English Literature,2
185,name0 surname0,29,name7.surname7@student.com,Chemistry,1
186,name0 surname0,54,name1.surname1@student.com,English Literature,3
187,name6 surname6,57,name1.surname1@student.com,Biology,3
188,name1 surname1,45,name3.surname3@student.com,Computer Engineering,3
189,name2 surname2,32,name5.surname5@student.com,Electrical Engineering,1
190,name8 surname8,45,name5.surname5@student.com,English Literature,0
191,name8 surname8,43,name8.surname8@student.com,Philosophy,0
192,name6 surname6,50,name2.surname2@student.com,Chemistry,3
193,name8 surname8,24,name8.surname8@student.com,Electrical Engineering,0
194,name3 surname3,53,name4.surname4@student.com,English Literature,2
195,name7 surname7,25,name8.surname8@student.com,Computer Engineering,3
196,name9 surname9,57,name1.surname1@student.com,Physics,0
197,name8 surname8,55,name4.surname4@student.com,Computer Engineering,0
198,name4 surname4,51,name6.surname6@student.com,Biology,1
199,name7 surname7,47,name4.surname4@student.com,English Literature,0
200,name5 surname5,21,name1.surname1@student.com,Philosophy,3
201,name7 surname7,52,name0.surname0@student.com,Computer Engineering,3
202,name4 surname4,20,name9.surname9@student.com,Business Administration,3
203,name8 surname8,36,name4.surname4@student.com,International Relations,2
204,name8 surname8,43,name0.surname0@student.com,Computer Engineering,3
205,name6 surname6,30,name4.surname4@student.com,Art History,1
206,name4 surname4,22,name1.surname1@student.com,Art History,3
207,name3 surname3,49,name4.surname4@student.com,Computer Engineering,3
208,name3 surname3,42,name1.surname1@student.com,Computer Engineering,1
209,name0 surname0,23,name2.surname2@student.com,Computer Engineering,0
210,name4 surname4,23,name9.surname9@student.com,International Relations,1
211,name9 surname9,40,name4.surname4@student.com,Chemistry,0
212,name1 surname1,27,name5.surname5@student.com,Art History,3
213,name1 surname1,35,name0.surname0@student.com,Biology,1
214,name3 surname3,28,name5.surname5@student.com,Philosophy,0
215,name6 surname6,36,name9.surname9@student.com,Chemistry,2
216,name4 surname4,30,name3.surname3@student.com,Philosophy,3
217,name0 surname0,45,name1.surname1@student.com,English Literature,3
218,name9 surname9,32,name9.surname9@student.com,Electrical Engineering,0
219,name0 surname0,59,name7.surname7@student.com,Chemistry,2
220,name2 surname2,23,name8.surname8@student.com,Biology,3
221,name5 surname5,43,name0.surname0@student.com,Chemistry,0
222,name2 surname2,59,name5.surname5@student.com,Business Administration,3
223,name0 surname0,56,name2.surname2@student.com,Electrical Engineering,0
224,name9 surname9,58,name0.surname0@student.com,Art History,3
225,name8 surname8,49,name2.surname2@student.com,International Relations,0
226,name6 surname6,48,name9.surname9@student.com,Computer Engineering,0
227,name0 surname0,23,name4.surname4@student.com,Biology,1
228,name7 surname7,36,name8.surname8@student.com,Computer Engineering,2
229,name0 surname0,33,name0.surname0@student.com,Art History,2
230,name7 surname7,39,name7.surname7@student.com,English Literature,3
231,name5 surname5,22,name2.surname2@student.com,Electrical Engineering,2
232,name5 surname5,44,name1.surname1@student.com,International Relations,3
233,name6 surname6,36,name5.surname5@student.com,Physics,3
234,name8 surname8,53,name7.surname7@student.com,Biology,2
235,name5 surname5,49,name7.surname7@student.com,Electrical Engineering,2
236,name9 surname9,58,name6.surname6@student.com,Philosophy,2
237,name5 surname5,51,name6.surname6@student.com,Electrical Engineering,3
238,name5 surname5,44,name9.surname9@student.com,Electrical Engineering,3
239,name3 surname3,20,name8.surname8@student.com,Physics,0
240,name2 surname2,29,name0.surname0@student.com,Art History,0
241,name0 surname0,54,name3.surname3@student.com,Business Administration,2
242,name0 surname0,58,name1.surname1@student.com,Chemistry,3
243,name9 surname9,49,name1.surname1@student.com,Computer Engineering,0
244,name2 surname2,50,name9.surname9@student.com,Physics,0
245,name8 surname8,31,name0.surname0@student.com,Philosophy,3
246,name7 surname7,55,name5.surname5@student.com,Philosophy,0
247,name3 surname3,45,name5.surname5@student.com,Art History,1
248,name3 surname3,41,name3.surname3@student.com,Art History,0
249,name9 surname9,51,name0.surname0@student.com,English Literature,2
250,name5 surname5,33,name4.surname4@student.com,Art History,2
251,name1 surname1,38,name0.surname0@student.com,International Relations,3
252,name8 surname8,38,name0.surname0@student.com,Computer Engineering,0
253,name3 surname3,55,name9.surname9@student.com,Philosophy,1
254,name5 surname5,45,name5.surname5@student.com,Business Administration,0
255,name1 surname1,57,name2.surname2@student.com,English Literature,0
256,name1 surname1,40,name9.surname9@student.com,English Literature,2
257,name3 surname3,20,name8.surname8@student.com,Art History,1
258,name7 surname7,23,name8.surname8@student.com,Chemistry,3
259,name5 surname5,35,name3.surname3@student.com,Biology,0
260,name9 surname9,24,name6.surname6@student.com,Electrical Engineering,3
261,name6 surname6,30,name2.surname2@student.com,Philosophy,1
262,name6 surname6,36,name1.surname1@student.com,Computer Engineering,3
263,name3 surname3,24,name2.surname2@student.com,International Relations,2
264,name7 surname7,47,name5.surname5@student.com,English Literature,3
265,name4 surname4,48,name9.surname9@student.com,Art History,1
266,name3 surname3,28,name6.surname6@student.com,Business Administration,3
267,name6 surname6,41,name3.surname3@student.com,English Literature,3
268,name0 surname0,37,name6.surname6@student.com,Business Administration,0
269,name5 surname5,48,name8.surname8@student.com,Business Administration,3
270,name2 surname2,27,name4.surname4@student.com,Computer Engineering,0
271,name8 surname8,59,name6.surname6@student.com,Chemistry,1
272,name3 surname3,30,name2.surname2@student.com,Electrical Engineering,3
273,name2 surname2,21,name3.surname3@student.com,Physics,1
274,name8 surname8,39,name4.surname4@student.com,Business Administration,2
275,name4 surname4,30,name7.surname7@student.com,Computer Engineering,2
276,name8 surname8,23,name2.surname2@student.com,Physics,3
277,name4 surname4,31,name6.surname6@student.com,Computer Engineering,0
278,name7 surname7,47,name1.surname1@student.com,Art History,2
279,name2 surname2,36,name1.surname1@student.com,Biology,2
280,name9 surname9,32,name0.surname0@student.com,International Relations,2
281,name1 surname1,24,name8.surname8@student.com,Computer Engineering,1
282,name5 surname5,24,name6.surname6@student.com,International Relations,1
283,name7 surname7,38,name2.surname2@student.com,Philosophy,0
284,name4 surname4,44,name6.surname6@student.com,Art History,1
285,name8 surname8,58,name3.surname3@student.com,Biology,0
286,name4 surname4,38,name6.surname6@student.com,International Relations,1
287,name3 surname3,41,name0.surname0@student.com,Biology,1
288,name2 surname2,39,name8.surname8@student.com,Art History,3
289,name9 surname9,52,name4.surname4@student.com,Business Administration,0
290,name3 surname3,54,name4.surname4@student.com,Biology,1
291,name0 surname0,45,name6.surname6@student.com,Biology,2
292,name4 surname4,24,name7.surname7@student.com,Computer Engineering,0
293,name0 surname0,21,name3.surname3@student.com,International Relations,1
294,name7 surname7,49,name2.surname2@student.com,Philosophy,0
295,name2 surname2,56,name9.surname9@student.com,Chemistry,2
296,name1 surname1,51,name6.surname6@student.com,Art History,1
297,name3 surname3,53,name6.surname6@student.com,Electrical Engineering,1
298,name7 surname7,29,name6.surname6@student.com,Computer Engineering,2
299,name3 surname3,54,name3.surname3@student.com,International Relations,0
300,name2 surname2,39,name0.surname0@student.com,International Relations,2
301,name1 surname1,51,name2.surname2@student.com,English Literature,2
302,name9 surname9,52,name6.surname6@student.com,Art History,2
303,name6 surname6,47,name8.surname8@student.com,Electrical Engineering,1
304,name0 surname0,59,name3.surname3@student.com,English Literature,2
305,name5 surname5,45,name4.surname4@student.com,Electrical Engineering,2
306,name3 surname3,34,name0.surname0@student.com,Art History,0
307,name9 surname9,41,name4.surname4@student.com,Physics,1
308,name7 surname7,54,name3.surname3@student.com,Electrical Engineering,1
309,name4 surname4,46,name9.surname9@student.com,Biology,1
310,name5 surname5,57,name5.surname5@student.com,English Literature,0
311,name3 surname3,44,name5.surname5@student.com,Electrical Engineering,0
312,name6 surname6,46,name3.surname3@student.com,International Relations,3
313,name0 surname0,43,name6.surname6@student.com,English Literature,3
314,name9 surname9,47,name3.surname3@student.com,Computer Engineering,2
315,name5 surname5,21,name3.surname3@student.com,Chemistry,0
316,name0 surname0,35,name8.surname8@student.com,Chemistry,1
317,name9 surname9,43,name0.surname0@student.com,English Literature,2
318,name8 surname8,54,name4.surname4@student.com,Computer Engineering,3
319,name1 surname1,24,name5.surname5@student.com,Computer Engineering,3
320,name2 surname2,51,name9.surname9@student.com,Electrical Engineering,1
321,name6 surname6,29,name5.surname5@student.com,Computer Engineering,3
322,name8 surname8,39,name5.surname5@student.com,English Literature,1
323,name0 surname0,28,name4.surname4@student.com,Art History,0
324,name5 surname5,35,name1.surname1@student.com,Electrical Engineering,2
325,name7 surname7,49,name3.surname3@student.com,Computer Engineering,2
326,name4 surname4,41,name7.surname7@student.com,International Relations,2
327,name7 surname7,45,name8.surname8@student.com,Chemistry,2
328,name4 surname4,59,name1.surname1@student.com,Biology,3
329,name9 surname9,26,name6.surname6@student.com,Computer Engineering,0
330,name1 surname1,58,name7.surname7@student.com,Electrical Engineering,2
331,name9 surname9,24,name9.surname9@student.com,Business Administration,1
332,name6 surname6,42,name4.surname4@student.com,English Literature,1
333,name2 surname2,52,name5.surname5@student.com,Computer Engineering,2
334,name5 surname5,21,name4.surname4@student.com,Computer Engineering,2
335,name6 surname6,21,name7.surname7@student.com,Philosophy,2
336,name6 surname6,48,name9.surname9@student.com,English Literature,3
337,name2 surname2,45,name3.surname3@student.com,Business Administration,1
338,name0 surname0,26,name8.surname8@student.com,Business Administration,0
339,name3 surname3,24,name3.surname3@student.com,Business Administration,3
340,name1 surname1,23,name6.surname6@student.com,Business Administration,2
341,name6 surname6,55,name0.surname0@student.com,English Literature,1
342,name4 surname4,32,name4.surname4@student.com,International Relations,0
343,name0 surname0,40,name4.surname4@student.com,Chemistry,0
344,name6 surname6,40,name2.surname2@student.com,Chemistry,0
345,name4 surname4,50,name3.surname3@student.com,Biology,0
346,name0 surname0,53,name1.surname1@student.com,English Literature,1
347,name4 surname4,29,name0.surname0@student.com,Physics,0
348,name7 surname7,58,name1.surname1@student.com,Electrical Engineering,3
349,name9 surname9,35,name7.surname7@student.com,Philosophy,1
350,name6 surname6,53,name6.surname6@student.com,Electrical Engineering,0
351,name5 surname5,53,name5.surname5@student.com,Art History,2
352,name1 surname1,57,name7.surname7@student.com,International Relations,0
353,name2 surname2,32,name3.surname3@student.com,Physics,2
354,name1 surname1,24,name2.surname2@student.com,Computer Engineering,1
355,name8 surname8,24,name6.surname6@student.com,Biology,0
356,name4 surname4,33,name5.surname5@student.com,Chemistry,1
357,name8 surname8,57,name2.surname2@student.com,Philosophy,2
358,name0 surname0,56,name5.surname5@student.com,Philosophy,3
359,name6 surname6,57,name7.surname7@student.com,Art History,1
360,name0 surname0,48,name3.surname3@student.com,International Relations,3
361,name8 surname8,37,name6.surname6@student.com,Philosophy,1
362,name7 surname7,40,name2.surname2@student.com,Chemistry,2
363,name9 surname9,49,name1.surname1@student.com,Business Administration,1
364,name3 surname3,39,name8.surname8@student.com,Computer Engineering,2
365,name3 surname3,40,name1.surname1@student.com,Business Administration,3
366,name7 surname7,25,name3.surname3@student.com,Computer Engineering,0
367,name8 surname8,27,name2.surname2@student.com,Art History,0
368,name6 surname6,30,name1.surname1@student.com,Biology,3
369,name9 surname9,59,name4.surname4@student.com,Biology,0
370,name7 surname7,41,name3.surname3@student.com,Business Administration,3
371,name3 surname3,24,name6.surname6@student.com,Physics,1
372,name1 surname1,24,name0.surname0@student.com,Business Administration,1
373,name9 surname9,56,name1.surname1@student.com,Electrical Engineering,1
374,name6 surname6,27,name2.surname2@student.com,Computer Engineering,2
375,name4 surname4,46,name7.surname7@student.com,Electrical Engineering,2
376,name2 surname2,41,name8.surname8@student.com,English Literature,0
377,name9 surname9,44,name0.surname0@student.com,International Relations,3
378,name4 surname4,58,name2.surname2@student.com,Biology,1
379,name9 surname9,52,name2.surname2@student.com,Business Administration,1
380,name2 surname2,48,name7.surname7@student.com,Computer Engineering,1
381,name3 surname3,49,name6.surname6@student.com,Physics,3
382,name3 surname3,43,name6.surname6@student.com,Chemistry,1
383,name9 surname9,21,name6.surname6@student.com,Electrical Engineering,1
384,name2 surname2,22,name0.surname0@student.com,Physics,3
385,name8 surname8,44,name9.surname9@student.com,English Literature,2
386,name2 surname2,47,name9.surname9@student.com,Chemistry,0
387,name7 surname7,41,name9.surname9@student.com,Art History,0
388,name6 surname6,48,name8.surname8@student.com,Business Administration,0
389,name7 surname7,40,name3.surname3@student.com,Chemistry,1
390,name6 surname6,53,name8.surname8@student.com,Business Administration,3
391,name3 surname3,31,name8.surname8@student.com,Biology,0
392,name3 surname3,58,name5.surname5@student.com,Business Administration,3
393,name0 surname0,51,name2.surname2@student.com,English Literature,3
394,name9 surname9,36,name2.surname2@student.com,English Literature,1
395,name6 surname6,34,name7.surname7@student.com,Philosophy,2
396,name7 surname7,48,name9.surname9@student.com,Electrical Engineering,2
397,name0 surname0,57,name1.surname1@student.com,Business Administration,2
398,name9 surname9,26,name4.surname4@student.com,Business Administration,1
399,name5 surname5,39,name8.surname8@student.com,Biology,1
400,name9 surname9,56,name6.surname6@student.com,Chemistry,2
401,name6 surname6,45,name1.surname1@student.com,Biology,2
402,name5 surname5,59,name6.surname6@student.com,Chemistry,2
403,name0 surname0,53,name0.surname0@student.com,Philosophy,2
404,name1 surname1,57,name0.surname0@student.com,Art History,0
405,name4 surname4,31,name2.surname2@student.com,Biology,0
406,name9 surname9,57,name1.surname1@student.com,Computer Engineering,2
407,name3 surname3,23,name8.surname8@student.com,Computer Engineering,0
408,name0 surname0,29,name7.surname7@student.com,Art History,2
409,name4 surname4,20,name9.surname9@student.com,International Relations,1
410,name6 surname6,44,name4.surname4@student.com,Philosophy,0
411,name7 surname7,45,name2.surname2@student.com,Biology,3
412,name7 surname7,36,name0.surname0@student.com,Business Administration,3
413,name4 surname4,49,name1.surname1@student.com,Computer Engineering,2
414,name7 surname7,52,name1.surname1@student.com,Biology,3
415,name2 surname2,49,name0.surname0@student.com,Electrical Engineering,3
416,name8 surname8,32,name8.surname8@student.com,Electrical Engineering,0
417,name0 surname0,20,name4.surname4@student.com,International Relations,2
418,name6 surname6,58,name8.surname8@student.com,Computer Engineering,2
419,name5 surname5,47,name8.surname8@student.com,Electrical Engineering,1
420,name9 surname9,54,name6.surname6@student.com,Biology,3
421,name8 surname8,41,name5.surname5@student.com,Chemistry,1
422,name4 surname4,30,name0.surname0@student.com,Art History,2
423,name7 surname7,44,name0.surname0@student.com,Biology,0
424,name8 surname8,43,name9.surname9@student.com,English Literature,3
425,name3 surname3,24,name0.surname0@student.com,Chemistry,1
426,name5 surname5,56,name5.surname5@student.com,Biology,1
427,name6 surname6,41,name4.surname4@student.com,Electrical Engineering,0
428,name7 surname7,52,name8.surname8@student.com,Chemistry,3
429,name5 surname5,58,name9.surname9@student.com,Chemistry,3
430,name4 surname4,48,name9.surname9@student.com,Chemistry,0
431,name1 surname1,56,name4.surname4@student.com,Art History,3
432,name0 surname0,38,name3.surname3@student.com,Art History,0
433,name2 surname2,39,name2.surname2@student.com,Computer Engineering,2
434,name9 surname9,37,name2.surname2@student.com,International Relations,3
435,name8 surname8,55,name7.surname7@student.com,Physics,3
436,name1 surname1,43,name5.surname5@student.com,Art History,2
437,name1 surname1,31,name2.surname2@student.com,Electrical Engineering,0
438,name1 surname1,24,name3.surname3@student.com,Electrical Engineering,0
439,name6 surname6,23,name9.surname9@student.com,International Relations,0
440,name5 surname5,55,name1.surname1@student.com,Biology,1
441,name5 surname5,26,name7.surname7@student.com,English Literature,1
442,name7 surname7,41,name0.surname0@student.com,Chemistry,2
443,name1 surname1,36,name0.surname0@student.com,Computer Engineering,3
444,name5 surname5,53,name0.surname0@student.com,Computer Engineering,2
445,name6 surname6,57,name8.surname8@student.com,Art History,2
446,name9 surname9,42,name0.surname0@student.com,Art History,0
447,name7 surname7,56,name7.surname7@student.com,Chemistry,1
448,name6 surname6,36,name2.surname2@student.com,English Literature,1
449,name0 surname0,25,name6.surname6@student.com,International Relations,1
450,name0 surname0,45,name1.surname1@student.com,Biology,0
451,name2 surname2,37,name0.surname0@student.com,Philosophy,3
452,name0 surname0,29,name4.surname4@student.com,Biology,0
453,name8 surname8,53,name9.surname9@student.com,Philosophy,1
454,name5 surname5,49,name3.surname3@student.com,Philosophy,2
455,name9 surname9,48,name4.surname4@student.com,Business Administration,0
456,name5 surname5,42,name0.surname0@student.com,International Relations,0
457,name5 surname5,36,name1.surname1@student.com,Chemistry,3
458,name5 surname5,43,name9.surname9@student.com,Art History,1
459,name4 surname4,42,name3.surname3@student.com,English Literature,2
460,name4 surname4,28,name9.surname9@student.com,Philosophy,3
461,name3 surname3,29,name6.surname6@student.com,Electrical Engineering,2
462,name0 surname0,42,name7.surname7@student.com,Philosophy,2
463,name0 surname0,46,name8.surname8@student.com,Physics,3
464,name4 surname4,33,name5.surname5@student.com,Biology,1
465,name1 surname1,25,name7.surname7@student.com,Business Administration,0
466,name3 surname3,55,name3.surname3@student.com,Physics,1
467,name1 surname1,29,name9.surname9@student.com,Art History,3
